video_id,transcript
eB6txyhHFG4,"[ELEVATOR BELL DINGS] - OH YEAH REAL EXCLUSIVE. TYPICAL ARI. - YOU KNOW I THINK I LIKED
HER BETTER WHEN HER PONYTAIL WAS A
FEW CENTIMETERS HIGHER. - RIGHT, AND I MEAN WHO
CARES IF SHE'S HAPPY. I DON'T WANT HAPPY,
I WANT ART. [DING] - UGH I MISS THE OLD ARI,
YOU KNOW THE SINGER. - YOU DON'T SAY I HEAR SHE'S STARTING
HER OWN ARTISANAL HUMMUS
LINE NEXT - OMG DID SHE
REALLY DO THAT? - WELL I READ IT ON THE
INTERNET SO IT MUST
BE TRUE. - WELL IT MUST BE ♪♪♪ [VOCALIZATION] ♪♪♪ ♪ IN CASE YOU
HAVEN’T NOTICED ♪ ♪ WELL, EVERYBODY’S TIRED ♪ ♪ AND HEALING
FROM SOMEBODY ♪ ♪ OR SOMETHING WE DON’T SEE
JUST RIGHT ♪ ♪ BOY COME ON PUT YOUR
LIPSTICK ON ♪ ♪ (NO ONE CAN TELL
YOU NOTHING) ♪ ♪ COME ON AND WALK THIS WAY
THROUGH THE FIRE ♪ ♪ (DON’T CARE WHAT’S ON
THEIR MIND) ♪ ♪ AND IF YOU FIND YOURSELF
IN A DARK SITUATION JUST ♪ ♪ TURN ON YOUR LIGHT AND
BE LIKE ♪ ♪ “YES, AND?” ♪ ♪ SAY THAT SHIT WITH YOUR
CHEST AND ♪ ♪ BE YOUR OWN FUCKIN
BEST FRIEND ♪ ♪ SAY THAT SHIT WITH
YOUR CHEST ♪ ♪ KEEP MOVING LIKE
“WHAT’S NEXT?” ♪ ♪ “YES, AND?” ♪ ♪ NOW I’M SO DONE
WITH CARING ♪ ♪ WHAT YOU THINK,
NO I WON’T HIDE ♪ ♪ UNDERNEATH YOUR
OWN PROJECTIONS ♪ ♪ OR CHANGE MY MOST
AUTHENTIC LIFE ♪ ♪ BOY COME ON PUT YOUR
LIPSTICK ON ♪ ♪ (NO ONE CAN TELL
YOU NOTHING) ♪ ♪ COME ON AND WALK THIS WAY
THROUGH THE FIRE ♪ ♪ (DON’T CARE WHAT’S ON
THEIR MIND) ♪ ♪ AND IF YOU FIND YOURSELF
IN A DARK SITUATION JUST ♪ ♪ TURN ON YOUR LIGHT AND
BE LIKE ♪ ♪ “YES, AND?” ♪ ♪ SAY THAT SHIT WITH YOUR
CHEST AND ♪ ♪ BE YOUR OWN FUCKIN
BEST FRIEND ♪ ♪ SAY THAT SHIT WITH
YOUR CHEST ♪ ♪ KEEP MOVING LIKE
“WHAT’S NEXT?” ♪ ♪ “YES, AND?” ♪ ♪ MY TONGUE IS SACRED, I
SPEAK UPON WHAT I LIKE ♪ ♪ PROTECTED, SEXY,
DISCERNING WITH MY TIME ♪ ♪ YOUR ENERGY IS YOURS AND
MINE IS MINE ♪ ♪ WHAT’S MINE IS MINE ♪ ♪ MY FACE IS SITTING I DON’T
NEED NO DISGUISE ♪ ♪ DON’T COMMENT ON MY BODY,
DO NOT REPLY ♪ ♪ YOUR BUSINESS IS YOURS AND
MINE IS MINE ♪ ♪ WHY DO YOU CARE SO MUCH
WHOSE I RIDE ♪ ♪ WHY? ♪ ♪ “YES, AND?” ♪ ♪ SAY THAT SHIT WITH YOUR
CHEST AND ♪ ♪ BE YOUR OWN FUCKIN
BEST FRIEND ♪ ♪ SAY THAT SHIT WITH
YOUR CHEST ♪ ♪ KEEP MOVING LIKE
“WHAT’S NEXT?” ♪ ♪ “YES, AND?” ♪ ♪ SAY THAT SHIT WITH
YOUR CHEST ♪ ♪ AND BE YOUR OWN FUCKIN
BEST FRIEND ♪ ♪ SAY THAT SHIT WITH
YOUR CHEST ♪ ♪ KEEP MOVING LIKE
“WHAT’S NEXT?” ♪ ♪ “YES, AND?” ♪ [CHEERS AND APPLAUSE]"
r1AzafxuijY,"I've been wanting you to have this what is it? They key to my heart The key to your heart
Opens up a place I’m not safe in  I got locked away in its vacance
Waking up to all to all of your faces  Trapped inside this cage
Narcissistic bouts of rage  Accusations everyday  Arguments that you’d create 
to break the soul inside of me Trapped inside your cage
it was a crazy place to be  The constant roller coasters
made me sick I couldn’t see  the beauty in your lies had made the truth so ugly 
the man inside the mirror wasn’t recognizing me  A puppet master, pulling strings
and playing with my head  manipulating everything
and twisting what I said  projecting all your malice
then attacking me and  claiming my defense was
starting all the arguments.  As time goes on, and I embrace
the situation I just faced  I forgive myself for letting faith,
you’d change distort reality. The key to your heart
Opens up a place I’m not safe in  I got locked away in its vacance
Waking up to all to all of your faces  Trapped inside this cage
Narcissistic bouts of rage  Accusations everyday  Arguments that you’d create 
to break the soul inside of me  Every night we argue
I feel more and more abused  I give you what you want
but you’re still mad and I’m confused  you tell me that you’re leaving
she’s a villain on the loose  but even after everything
I still come after you  You told me this was forever
it’s me and you together  come to find out it never is oh
cause those were lies lies lies  she’s a snake in disguise
as bad as I would want you to  I know you’ll never change
Crazy you and I were  talking bout’ our wedding day
And I’m glad that we didn’t go through  with it, but I’m feeling so bad
for the next one you ruin with The key to your heart
Opens up a place I’m not safe in  I got locked away in its vacance
Waking up to all to all of your faces  Trapped inside this cage
Narcissistic bouts of rage  Accusations everyday  Arguments that you’d create 
to break the soul inside of me I still sort of miss it
your toxic ambition,  your evil intention
you’re wrong intuition  I wasn’t complicit to our demise
I got locked away  and didn’t even do the crime
What do I do now? Where do I go?  How do I tell the next girl I am a broken soul?
it’s getting hard for me to breathe  The pain has brought me to my knees
I’m broken inside  I cannot describe
the thoughts that I get when I think of those   times I saw all of the signs I ignored them now I 
will be damaged this way for the rest of my life. The key to your heart
Opens up a place I’m not safe in  I got locked away in its vacance
Waking up to all to all of your faces  Trapped inside this cage
Narcissistic bouts of rage  Accusations everyday  Arguments that you’d create 
to break the soul inside of me"
UNo0TG9LwwI,"Standing next to you Play me slow Push up on this funk and give me miracles (Let ya body know) Make it known How we left and right is something we control (You already know) You know that all night long we rock to this Screaming I testify this lovin’ All night long we flock to this Screaming I testify that We’ll survive the test of time They can’t deny our love They can’t divide us we’ll survive The test of time I promise I’ll be right here Standing next to you Standing in the fire next to you You know it’s deeper than the rain It’s deeper than the pain When it’s deep like DNA Something they can’t take away, ay Take-take-take-take-take-take off Standing next to you Standing next to you Standing next to you Afterglow Leave ya body golden like the sun and the moon (You already know) You know that all night long we rock to this Screaming I testify this lovin’ All night long we flock to this Screaming I testify that We’ll survive the test of time They can’t deny our love They can’t divide us we’ll survive The test of time I swear that I’ll be right here Standing next to you Standing in the fire next to you You know it’s deeper than the rain It’s deeper than the pain When it’s deep like DNA Something they can’t take away, ay Take-take-take-take-take-take off Standing next to you Standing next to you Standing next to you Standing next to you (Bass and Drums) Standing next to you"
je0roKRn3nY,"♪ If they saw what I saw ♪ ♪ They would fall the way I
fell ♪ ♪ But they don’t know what you
want ♪ ♪ And baby I would never tell ♪ ♪ If they knew what I know ♪ ♪ They would never let you go ♪ ♪ So guess what, I ain’t never
letting you go ♪ ♪ Cause your lips were made for
mine ♪ ♪ And my heart would go
flatline ♪ ♪ If it wasn’t beating for you
all the time ♪ ♪ So if I get jealous ♪ ♪ I can’t help it ♪ ♪ I want every bit of you, I
guess I’m selfish ♪ ♪ It’s bad for my mental, but ♪ ♪ I can’t fight it, when ♪ ♪ You’re out looking like you
do ♪ ♪ But you can’t hide it, no ♪ ♪ Put you in a frame ooo ♪ ♪ Baby who could blame you ♪ ♪ Glad your mama made you ♪ ♪ Makin’ me insane, you ♪ ♪ Cannot be explained ooo ♪ ♪ You must be an angel ♪ ♪ Every time the phone rings ♪ ♪ I hope that it’s you on the
other side ♪ ♪ I want to tell you everything♪ ♪ Everything that’s on my mind ♪ ♪ And I don’t want any other
guys ♪ ♪ Taking my place, girl, I got
too much pride ♪ ♪ I know I may be wrong, but I
don’t wanna be right ♪ ♪ Cause your lips were made for
mine ♪ ♪ And my heart could go
flatline ♪ ♪ If it wasn’t beating for you
all the time ♪ ♪ So if I get jealous ♪ ♪ I can’t help it ♪ ♪ I want every bit of you, I
guess I’m selfish ♪ ♪ It’s bad for my mental, but ♪ ♪ I can’t fight it, when ♪ ♪ You’re out looking like you
do ♪ ♪ But you can’t hide it, no ♪ ♪ Put you in a frame ooo ♪ ♪ Baby who could blame you ♪ ♪ Glad your mama made you ♪ ♪ Makin me insane, you ♪ ♪ Cannot be explained ooo ♪ ♪ You must be an angel ♪ ♪ Put you in a frame ooo ♪ ♪ Baby who could blame you ♪ ♪ Glad your mama made you ♪ ♪ Makin me insane, you ♪ ♪ Cannot be explained ooo ♪ ♪ You must be an angel ♪ ♪ Owner of my heart ♪ ♪ Tattooed your mark ♪ ♪ There for the whole world to
see ♪ ♪ You’re the owner of my heart ♪ ♪ And all my scars ♪ ♪ Baby you got such a hold on
me ♪ ♪ So if I get jealous ♪ ♪ I can’t help it ♪ ♪ I want every bit of you, I
guess I’m selfish ♪ ♪ It’s bad for my mental, but ♪ ♪ I can’t fight it, when ♪ ♪ You’re out looking like you
do ♪ ♪ But you can’t hide it, no ♪ ♪ Put you in a frame ooo ♪ ♪ Baby who could blame you ♪ ♪ Glad your mama made you ♪ ♪ Makin’ me insane, you ♪ ♪ Cannot be explained ooo ♪ ♪ You must be an angel ♪ ♪ Put you in a frame ooo ♪ ♪ Baby who could blame you ♪ ♪ Glad your mama made you ♪ ♪ Makin’ me insane, you ♪ ♪ Cannot be explained ooo ♪ ♪ You must be an angel ♪ ♪ Jealous, but I can’t help it ♪ ♪ I want every bit of you, I
guess I’m selfish ♪"
cW8VLC9nnTo,"♪♪♪ [VOCALIZING] ♪ I USED TO FLOAT ♪ ♪ NOW I JUST FALL DOWN ♪ ♪ I USED TO KNOW ♪ ♪ BUT I’M NOT SURE NOW ♪ ♪ WHAT I WAS MADE FOR ♪ ♪ WHAT WAS I MADE FOR? ♪ ♪ TAKING A DRIVE ♪ ♪ I WAS AN IDEAL ♪ ♪ LOOKED SO ALIVE ♪ ♪ TURNS OUT I’M NOT REAL ♪ ♪ JUST SOMETHING YOU PAID FOR ♪ ♪ WHAT WAS I MADE FOR? ♪ ♪ ‘CAUSE I, I ♪ ♪ I DON’T KNOW HOW TO FEEL ♪ ♪ BUT I WANNA TRY ♪ ♪ I DON’T KNOW HOW TO FEEL ♪ ♪ BUT SOMEDAY I MIGHT ♪ ♪ SOMEDAY I MIGHT ♪ [VOCALIZING] ♪ WHEN DID IT END? ♪ ♪ ALL THE ENJOYMENT ♪ ♪ I’M SAD AGAIN ♪ ♪ DON’T TELL MY BOYFRIEND ♪ ♪ IT’S NOT WHAT HE’S MADE FOR ♪ ♪ WHAT WAS I MADE FOR? ♪ ♪ ‘CAUSE I, ‘CAUSE I ♪ ♪ I DON’T KNOW HOW TO FEEL ♪ ♪ BUT I WANNA TRY ♪ ♪ I DON’T KNOW HOW TO FEEL ♪ ♪ BUT SOMEDAY I MIGHT ♪ ♪ SOMEDAY I MIGHT ♪ ♪ THINK I FORGOT ♪ ♪ HOW TO BE HAPPY ♪ ♪ SOMETHING I’M NOT ♪ ♪ BUT SOMETHING I CAN BE ♪ ♪ SOMETHING I WAIT FOR ♪ ♪ SOMETHING I’M MADE FOR ♪ ♪ SOMETHING I’M MADE FOR ♪ [MUSIC FADES] [FOOTSTEPS] [FOOTSTEPS]"
QU9c0053UAU,"Weight of the world on your shoulders I kiss your waist and ease your mind I must be favored to know ya I take my hands and trace your lines It’s the way that we can ride Think I met you in another life So break me off another time You wrap around me and you give me life And that’s why night after night I’ll be lovin’ you right Monday Tuesday Wednesday Thursday Friday Saturday Sunday Monday Tuesday Wednesday Thursday Friday Seven days a week Every hour every minute every second You know night after night I’ll be lovin’ you right Seven days a week You love when I jump right in All of me I’m offering Show you what devotion is Deeper than the ocean is Wind it back I’ll take it slow Leave you with that afterglow Show you what devotion is Deeper than the ocean is It’s the way that we can ride Think I met you in another life So break me off another time You wrap around me and you give me life And that’s why night after night I’ll be lovin you right Monday Tuesday Wednesday Thursday Friday Saturday Sunday Monday Tuesday Wednesday Thursday Friday Seven days a week Every hour every minute every second You know night after night I’ll be lovin you right Seven days a week Monday Tuesday Wednesday Thursday Friday Saturday Sunday Monday Tuesday Wednesday Thursday Friday Seven days a week Every hour every minute every second You know night after night I’ll be lovin you right Seven days a week Tightly take control Tightly take his soul Take your phone put it in the camera roll Leave them clothes at the door What you waiting for, better come and hit ya goals He jump in it both feet Going to the sun-up, we ain’t getting no sleep Seven days a week, seven different sheets, Seven different angles I can be your fantasy Open up say ahhh Come here baby let me swallow your pride What you on I can match your vibe Hit me up and I’mma Cha Cha Slide You make Mondays feel like weekends I make him never think about cheatin’ Got you skipping work and meetings, fuck it, let’s sleep in Seven days a week Monday Tuesday Wednesday Thursday Friday Saturday Sunday Monday Tuesday Wednesday Thursday Friday Seven days a week Every hour every minute every second You know night after night I’ll be lovin’ you right Seven days a week Monday Tuesday Wednesday Thursday Friday Saturday Sunday Monday Tuesday Wednesday Thursday Friday Seven days a week Every hour every minute every second You know night after night I’ll be lovin’ you right Seven days a week"
YjCtucn29JQ,[Music] I'll be doing I really shouldn't do for real that's why it's still come through for real this time I'll be through for real I be doing I really shouldn't do for real that's why always take come through for real after this time I'll be through [Music] for [Music] even I know you a no good for me but you feel so good to me every time I come back I try to leave so how you end up back with me what I want this is something else something that Ain good for my Heth I've been searching but I can't get no help I don't feel like myself that's why Always to come through forever after this time I'll be after this time I'll [Music] be I be doing I really should do that's why always come through for real time I'll time I'll be I can feel them walls closing I can feel it oh I'm stuck in your claws try to run but I don't get far I'mma put some blame on me trying to take accountability but you take on my ability you're the death in me in I be doing be doing I really should do yeah that's why it's still come through for real this time I'll be for real this time I'll [Music] be that's why it's to come through for way you this time I'll be for bring me that this time I'll be for [Music] [Music] good to see you it's really good to see you it's good to be back how's everything going everything's great it's been a busy year okay excellent excellent so is there something you're working going on that you're really excited about I am actually working on an action film with Brent F exciting super dope I'm happy for you are you guys happy for it happy for thank you yeah hey that's a cut guys that's a cut moving on to our next setup we're going to go to the other stage come on [Music] and
LDY_XyxBu8A,"♪ I’ll touch that fire for you ♪ ♪ I do that 3, 4, times again I
testify for you ♪ ♪ I told that lie I’d kill that
bitch, I do what ♪ ♪ All of them around you scared
to do I’m not ♪ ♪ Long as you juggin out here
for me I got it ♪ ♪ Mobbin scheming looting hide
your bodies ♪ ♪ Long as you dreaming about me
ain't no problem ♪ ♪ I don't got nobody just with
you right now ♪ ♪ To tell the truth I look
better under you ♪ ♪ I can't lose when I’m with
you ♪ ♪ How can I snooze and miss the
moment ♪ ♪ You just too important ♪ ♪ Nobody do body  like you do ♪ ♪ I can't lose when I’m with
you ♪ ♪ I can’t just snooze and miss
the moment ♪ ♪ You just too important ♪ ♪ Nobody do body like you do you
do ♪ ♪ In a drop top ride with you I
feel like Scarface ♪ ♪ Like the white bitch with the
bob I'll be your main one ♪ ♪ Let's take this argument back
up to my place ♪ ♪ Sex remind you I’m non violent
I’m your day one ♪ ♪ We ain’t have shit yet ♪ ♪ It was magic yeah ♪ ♪ Smash and grab shit yeah ♪ ♪ Nasty habits take a hold when
you not here ♪ ♪ Ain't a home when you not
here ♪ ♪ Hard to grow when you not
here ♪ ♪ I can't lose when I’m with
you ♪ ♪ How can I snooze and miss the
moment ♪ ♪ You just too important ♪ ♪ Nobody do body like you do ♪ ♪ I can't lose when I’m with
you ♪ ♪ How can I snooze and miss the
moment ♪ ♪ You just too important ♪ ♪ Nobody do body like you do you
do ♪ ♪ Main one riding ♪ ♪ How you fronting on me and I'm
the main one trying ♪ ♪ How you blame it on me and you
the main one lying ♪ ♪ How you threatening to leave
and I’m the main one crying ♪ ♪ Just trying to be your
everything ♪ ♪ Main one riding ♪ ♪ How you fronting on me and I'm
the main one trying ♪ ♪ How you blame it on me and you
the main one lying ♪ ♪ How you threatening to leave
and I’m the main one crying ♪ ♪ I can’t lose when I’m with
you ♪ ♪ How can I snooze and miss the
moment ♪ ♪ You just too important ♪ ♪ Nobody nobody like you do ♪ ♪ I can't lose when I’m with
you ♪ ♪ How can I snooze and miss the
moment ♪ ♪ You just too important ♪ ♪ Nobody nobody like you do you
do ♪ ♪ I need you poolside, you've
been on my mind ♪ ♪ Wonder if you're all mine, why
do it matter anyway? (Fuck it) ♪ ♪ I like your soft side, I like
you on top ♪ ♪ You make my thoughts stop ♪ ♪ You make bein' me less hard ♪ ♪ 'Bout to quit my job ♪ ♪ When the dick hit that's just
how you gotta do ♪ ♪ I'm addicted, that's why I
keep callin' you ♪ ♪ Diamond boy, why you so shiny?
(Bling) ♪ ♪ Diamond boy, come get behind
me, rodeo ♪ ♪ Diamond boy, your light so
blindin' ♪ ♪ Blind me baby, if it's OD,
tell me ♪ ♪ Am I sayin' too much? (Sayin'
too much) ♪ ♪ And, baby, if it's OD tell me
am I sayin' too much? (Too
much) ♪ ♪ Baby, if It's OD just tell me,
am I doin' too much? (Too much)♪ ♪ Baby, if it's OD just tell me,
if it's OD just tell me ♪ ♪ Mm-mm ♪"
cii6ruuycQA,"♪ ♪ ♪ Car rides to Malibu  ♪ ♪ Strawberry ice cream  ♪ ♪ One spoon for two  ♪ ♪ And trading jackets  ♪ ♪ Laughing ‘bout how small
It looks on you  ♪ ♪ ( Ha, ha, ha, ha
Ha, ha, ha ) ♪ ♪ Watching reruns of Glee  ♪ ♪ Being annoying  ♪ ♪ Singing in harmony  ♪ ♪ I bet she’s bragging  ♪ ♪ To all her friends
Saying you’re so unique  ♪ ♪ So when you gonna tell her  ♪ ♪ That we did that too  ♪ ♪ She thinks it’s special  ♪ ♪ But it’s all reused  ♪ ♪ That was our place 
I found it first  ♪ ♪ I made the jokes 
You tell to her  ♪ ♪ When she’s with you  ♪ ♪ Do you get deja vu?  ♪ ♪ When she’s with you  ♪ ♪ Do you get deja vu? ♪ ♪ Do you get deja vu? ♪ ♪ ♪ ♪ Do you call her  ♪ ♪ Almost say my name  ♪ ♪ ‘Cause let’s be honest  ♪ ♪ We kinda do sound the same  ♪ ♪ Another actress  ♪ ♪ I hate to think
That I was just your type  ♪ ♪ ♪ ♪ I bet that she knows Billy Joel  ♪ ♪ ‘Cause you played her “Uptown Girl”  ♪ ♪ You’re singing it together  ♪ ♪ Now I bet you even tell her  ♪ ♪ How you love her  ♪ ♪ In between the chorus
And the verse  ♪ ♪ ♪ ♪ So when you gonna tell her  ♪ ♪ That we did that too  ♪ ♪ She thinks it’s special  ♪ ♪ But it’s all reused  ♪ ♪ That was the show  ♪ ♪ We talked about  ♪ ♪ Played you the song  ♪ ♪ She’s singing now  ♪ ♪ When she’s with you  ♪ ♪ Do you get deja vu?  ♪ ♪ When she’s with you  ♪ ♪ Do you get deja vu?  ♪ ♪ ♪ ♪ Do you get deja vu?  ♪ ♪ Strawberry ice cream in Malibu  ♪ ♪ Don’t act like  we didn’t
Do that shit too  ♪ ♪ You’re trading jackets
Like we used to do  ♪ ♪ Yeah everything is all reused  ♪ ♪ Play her piano
But she doesn’t know  ♪ ♪ That I was the one
Who taught you Billy Joel  ♪ ♪ A different girl now
But there’s nothing new  ♪ ♪ I know you get deja vu  ♪ ♪ ♪ ♪ I know you get deja vu   ♪ ♪ ♪ ♪ I know you get deja vu  ♪"
mNEUkkoUoIA,"[WHISTLING] ♪ I DON'T KNOW WHAT YOU'VE
BEEN TOLD ♪ ♪ BUT TIME IS RUNNING OUT NO
NEED TO TAKE IT SLOW ♪ ♪ I'M STEPPING TO YOU
TOE TO TOE ♪ ♪ I SHOULD BE SCARED HONEY
MAYBE SO ♪ ♪ BUT I AIN'T WORRIED BOUT IT
RIGHT NOW (RIGHT NOW) ♪ ♪ KEEPING DREAMS ALIVE,
1999, HEROES ♪ ♪ I AIN'T WORRIED BOUT IT RIGHT
NOW (RIGHT NOW) ♪ ♪ SWIMMIN IN THE FLOODS, DANCING
ON THE CLOUDS, BELOW ♪ ♪ I AIN'T WORRIED BOUT IT ♪ [WHISTLING] ♪ I AIN'T WORRIED BOUT IT ♪ [WHISTLING] ♪ I DON'T KNOW WHAT YOU'VE
BEEN TOLD ♪ ♪ BUT TIME IS RUNNING OUT SO
SPEND IT LIKE ITS GOLD ♪ ♪ I'M LIVING LIKE I'M 9 ZEROS ♪ ♪ GOT NO REGRETS EVEN WHEN
I'M BROKE ♪ ♪ YEAH ♪ ♪ I'M AT MY BEST WHEN
I GOT SOMETHING ♪ ♪ I'M WANTING TO STEAL ♪ ♪ WAY TOO BUSY FOR
THEM PROBLEMS ♪ ♪ AND PROBLEMS TO FEEL
(YEAH YEAH) ♪ ♪ NO STRESSING JUST OBSESSIN
WITH SEALIN THE DEAL ♪ ♪ I'LL TAKE IT IN AND LET
IT GO ♪ ♪ BUT I AIN'T WORRIED BOUT IT
RIGHT NOW (RIGHT NOW) ♪ ♪ KEEPING DREAMS ALIVE,
1999, HEROES ♪ ♪ I AIN'T WORRIED BOUT IT RIGHT
NOW (RIGHT NOW) ♪ ♪ SWIMMIN IN THE FLOODS,
DANCING ON THE CLOUDS, BELOW ♪ ♪ I AIN'T WORRIED BOUT IT ♪ [WHISTLING] ♪ I AIN'T WORRIED BOUT IT ♪ [WHISTLING] ♪ OOOOOOOOOO ♪ ♪ I AIN'T WORRIED ♪ ♪ OOOOOOOO ♪ ♪ OH NO NO ♪ ♪ I AIN'T WORRIED BOUT IT RIGHT
NOW (RIGHT NOW) ♪ ♪ KEEPING DREAMS ALIVE,
1999, HEROES ♪ ♪ I AIN'T WORRIED BOUT IT RIGHT
NOW (RIGHT NOW) ♪ ♪ SWIMMIN IN THE FLOODS, DANCING
ON THE CLOUDS, BELOW ♪ ♪ I AIN'T WORRIED BOUT IT ♪ [WHISTLING] ♪ I AIN'T WORRIED BOUT IT ♪ [WHISTLING] ♪ I AIN'T WORRIED BOUT IT ♪"
y83x7MgzWOA,I always feel like my baby all the bad things you're making me feel maybe I am somebody I can deal with the bad guys when I'm with my baby's lungs you just hold me you can take me you make me feel loved by somebody I can deal with the bad [Music] we know what they don't mind when we walk in I said I'm sorry I think that we should stay cuz I don't care when I'm with my baby all the bad things disappear you making me feel like maybe I am somebody I can deal with the bad night baby you can take me anywhere baby don't like nobody but it's like you're dealing one year I don't like nobody buddy baby I don't care I don't like nobody [Music] but you baby yeah cuz I don't care my baby oh yeah [Music] maybe I am with the back [Music] long as you just hold me [Music] whether with my face [Music]
gset79KMmt0,"♪ambience ♪ ♪ music begins ♪ ♪ Don't cry, snowman,
not in front of me ♪ ♪ Who'll catch your tears if 
you can't catch me, darling ♪ ♪ If you can't
catch me, darling ♪ ♪ Don't cry, snowman, 
don't leave me this way ♪ ♪ A puddle of water can't 
hold me close, baby ♪ ♪ Can't hold me 
close, baby ♪ ♪ I want you to know 
that I'm never leaving ♪ ♪ 'Cause I'm Mrs. Snow, 'til
death we'll be freezing ♪ ♪ Yeah, you are my home, 
my home for all seasons ♪ ♪ So come on, 
let's go ♪ ♪ Let's go below zero 
and hide from the sun ♪ ♪ I love you forever where 
we'll have some fun ♪ ♪ Yes, let's hit the North 
Pole and live happily ♪ ♪ Please don't cry no tears 
now, it's Christmas, baby ♪ ♪ My snowman and me
My snowman and me ♪ ♪ Baby ♪ ♪ Don't cry, snowman, 
don't you fear the sun ♪ ♪ Who'll carry me without 
legs to run, honey ♪ ♪ Without legs to 
run, honey ♪ ♪ Don't cry, snowman, 
don't you shed a tear ♪ ♪ Who'll hear my secrets if 
you don't have ears, baby ♪ ♪ If you don't have 
ears, baby ♪ ♪ I want you to know 
that I'm never leaving ♪ ♪ 'Cause I'm Mrs. Snow, 'til
death we'll be freezing ♪ ♪ Yeah, you are my home, 
my home for all seasons ♪ ♪ So come on, let's go ♪ ♪ Let's go below zero 
and hide from the sun ♪ ♪ I love you forever where 
we'll have some fun ♪ ♪ Yes, let's hit the North 
Pole and live happily ♪ ♪ Please don't cry no tears 
now, it's Christmas, baby ♪ ♪ My snowman and me
My snowman and me ♪ ♪ Baby ♪ ♪ music ends ♪"
ccu6JuC21rk,[Music] [Music] don't say this don't say that I'm not playing by the rules if they were made by you I won't break just like that I'll make my own mistakes till I'm wrong enough the right way save all your T you don't want to waste them on me I'm not going to be just like them this is just the way that I am in the cloud I don't open into the crowd baby is so making perfect sense cuz this is so I am who I [Music] am don't say this don't say that I'm not playing by the rules if they were made by you I won't break just like I'll make my own mistakes till I'm wrong and all the right away save all your tears you don't want to waste them money I'm not going to be just like them this is just the way that I am in the I don't not f it the crowd maybe it's all making perfect sense cuz this is who I am who I [Music] am I was going to there's more than I can say and when you D Into the Blue I'm here right next to you I never want to m a thing we fall in love again you know I may hold on to joh all you going do I so you go through there all that you go through I'm [Applause] [Music] [Applause] you am
ZDZiXmCl4pk,"♪ There's a space in my heart ♪ ♪ When it all comes crashin'
down ♪ ♪ Anytime I hear your name out
in public ♪ ♪ There's a place that I go ♪ ♪ Every time that you're in
town ♪ ♪ It's just me and my knots in
my stomach ♪ ♪ And it's true it wasn't easy ♪ ♪ Gettin' over you ♪ ♪ But that's just what I had to
do ♪ ♪ Whatever, whatever ♪ ♪ We were never good together ♪ ♪ I'll be here, and you stay
there ♪ ♪ Truth is, I never cared ♪ ♪ Whatever, whatever ♪ ♪ Two years, that ain't forever♪ ♪ I'll be here, and you stay
there ♪ ♪ Won't see me cry no tears ♪ ♪ (Whatever, whatever) ♪ ♪ Won't see me cry no tears ♪ ♪ (Whatever, whatever) ♪ ♪ Won't see me cry no tears ♪ ♪ (Whatever, whatever) ♪ ♪ Won't see me cry no tears ♪ ♪ (Whatever, whatever) ♪ ♪ Won't see me cry no tears ♪ ♪ Never mind, never mind ♪ ♪ Feels like you were never
mine ♪ ♪ Go lose myself in the arms of
a stranger ♪ ♪ And yeah, it sucks, sometimes
in love ♪ ♪ You try your best, but it
doesn't work out ♪ ♪ And it don't matter either
way, oh yeah ♪ ♪ Whatever, whatever ♪ ♪ We were never good together ♪ ♪ I'll be here and you stay
there ♪ ♪ Truth is, I never cared ♪ ♪ Whatever, whatever ♪ ♪ Two years, that ain't forever
(Oh yeah) ♪ ♪ I'll be here, and you stay
there ♪ ♪ Won't see me cry no tears ♪ ♪ Oh-oh-oh-oh, oh-oh, oh-oh
(Won't see my cry no tears) ♪ ♪ Oh-oh-oh-oh, oh-oh, oh-oh
(Whatever, whatever) ♪ ♪ Oh-oh-oh-oh, oh-oh, oh-oh
(Won't see my cry no tears) ♪ ♪ (Whatever, whatever) ♪ ♪ Won't see me cry no tears ♪ ♪ (Whatever, whatever) ♪ ♪ Won't see me cry no tears ♪ ♪ Whatever, whatever ♪ ♪ We were never good together ♪ ♪ I'll be here, and you stay
there ♪ ♪ Truth is, I never cared ♪ ♪ Whatever, whatever ♪ ♪ Two years, that ain't forever♪ ♪ I'll be here, and you stay
there ♪ ♪ Won't see me cry no tears ♪"
