video_id,transcript
crtQSTYWtqE,"(gentle pop music) ♪ Aah, oh, yeah ♪ ♪ Vibez ♪ ♪ Ta-ta-ri ♪ ♪ Ta-ta-ri-pa, ta-ta-ri ♪ ♪ Ta-ta-ri-pa, ta-ta-ri, pa, pa ♪ ♪ Sabi girl no dey too like talk ♪ ♪ Animals dey in human form ♪ ♪ Padi man, nobody like work ♪ ♪ But you must hustle if you wan chop ♪ ♪ E no finish, dem wan fight us ♪ ♪ If them dey run, dem no fit catch up ♪ ♪ I no dey form say I too righteous ♪ ♪ No come dey form say you too like us ♪ ♪ Me no getty time for the
hate and the bad energy ♪ ♪ Got mi mind on my money ♪ ♪ Make you dance like Poco Lee ♪ ♪ Steady green like broccoli ♪ ♪ Steady on my grind, no wan
hear what they want telly me ♪ ♪ Kudi na my fantasy ♪ ♪ Dem won dey check if my tap e no rush ♪ ♪ But e dey rush, e dey rush ♪ ♪ Well, wеll, e be much ♪ ♪ Na God dey make my tap, е dey rush ♪ ♪ The kind money we touch, yeah ♪ ♪ E dey rush, e dey rush ♪ ♪ Well, well, e be much ♪ ♪ No be hype, everybody dey crush ♪ ♪ There's no dulling with us ♪ ♪ There's no dulling with us ♪ ♪ Ta-ta-ri ♪ ♪ Ta-ta-ri-pa, ta-ta-ri ♪ ♪ Ta-ta-ri-pa, pa-pa-ri-pa ♪ ♪ Pa-pa-ri-pa ♪ ♪ Jofunmi japata, I dey go Ghana, yeah ♪ ♪ You never touch, you
dey form papas, yeah ♪ ♪ Which kind money we never see before ♪ ♪ Kosi elomi, gat me feeling I'm the one ♪ ♪ Ajeh, ajeh, ajeh ♪ ♪ Can never take my cake away, ajeh ♪ ♪ You can't count my grace,
I just dey my lane, my lane ♪ ♪ Me no getty time for the
hate and the bad energy ♪ ♪ Got mi mind on my money ♪ ♪ Make you dance like Poco Lee ♪ ♪ Steady green like broccoli ♪ ♪ Steady on my grind, no wan
hear what they want telly me ♪ ♪ Kudi na my fantasy ♪ ♪ Dem won dey check if my tap e no rush ♪ ♪ But e dey rush, e dey rush ♪ ♪ Well, wеll, e be much ♪ ♪ Na God dey make my tap, е dey rush ♪ ♪ The kind money we touch, yeah ♪ ♪ E dey rush, e dey rush ♪ ♪ Well, well, e be much ♪ ♪ No be hype, everybody dey crush ♪ ♪ There's no dulling with us ♪ ♪ There's no dulling with us ♪ ♪ 'Cause e dey rush, e dey rush ♪ ♪ Well, well, e be much ♪ ♪ Na God dey make my tap, e dey rush ♪ ♪ The kind money we touch ♪ ♪ Ooh, aah ♪ ♪ E dey rush, e dey rush ♪ ♪ Well, well, e be much ♪ ♪ No be hype everybody dey crush ♪ ♪ There's no dulling with us ♪ ♪ There's no dulling ♪ ♪ Oh, yeah ♪ ♪ Yeah, yeah ♪ ♪ Mmm, mmm ♪ ♪ Aah ♪"
P3cffdsEXXw,"(gentle music) (upbeat music) ♪ Golden, golden, golden ♪ ♪ As I open my eyes ♪ ♪ Hold it, focus, hoping ♪ ♪ Take me back to the light ♪ ♪ I know you were way too bright for me ♪ ♪ I'm hopeless, broken ♪ ♪ So you wait for me in the sky ♪ ♪ Browns my skin just right ♪ ♪ You're so golden ♪ ♪ You're so golden ♪ ♪ I'm out of my head ♪ ♪ And I know that you're scared ♪ ♪ Because hearts get broken ♪ ♪ I don't wanna be alone ♪ ♪ I don't wanna be alone ♪ ♪ When it ends ♪ ♪ Don't wanna let you know ♪ ♪ I don't wanna be alone ♪ ♪ But I, I can feel it take a hold ♪ ♪ I can feel you take control ♪ ♪ Of who I am and all I've ever known ♪ ♪ Loving you's the antidote ♪ ♪ Golden ♪ ♪ You're so golden ♪ ♪ I don't wanna be alone ♪ ♪ You're so golden ♪ ♪ You're so golden ♪ ♪ I'm out of my head ♪ ♪ And I know that you're scared ♪ ♪ Because hearts get broken ♪ (gentle music) (upbeat music) ♪ I know that you're scared ♪ ♪ Because I'm so open ♪ ♪ You're so golden ♪ ♪ I don't wanna be alone ♪ ♪ You're so golden ♪ ♪ You're so golden ♪ ♪ You're so golden ♪ ♪ I'm out of my head ♪ ♪ And I know that you're scared ♪ ♪ Because hearts get broken ♪ (upbeat music)"
MSRcC626prw,"(dog barking) ♪ Nobody gets me like you ♪ ♪ How am I supposed to let you go ♪ ♪ Only like myself when I'm with you ♪ ♪ Nobody gets me, you do ♪ ♪ You do ♪ (engine rumbling) - ""I wish it didn't have to
be this way, I really do."" ""Sometimes in life, we have
to protect our own heart."" ""Even if it means ripping
it out of our chest."" ""Au revoir mon amour."" (gunshots firing) (dog barking in distance) ♪ I'm still a fan, even
though I was salty ♪ ♪ Hate to see you with some
other broad, now you happy ♪ ♪ Hate to see you happy, if
I'm not the one driving ♪ ♪ I'm so mature, I'm so mature ♪ ♪ I'm so mature ♪ ♪ I got me a therapist to
tell me there's other men ♪ ♪ I don't want none, I just want you ♪ ♪ If I can't have you, no one should ♪ ♪ I might ♪ ♪ I might kill my ex, not the best idea ♪ ♪ His new girlfriend's
next, how'd I get here ♪ ♪ I might kill my ex, I
still love him though ♪ ♪ Rather be in jail than alone ♪ ♪ I get the sense that it's a lost cause ♪ ♪ I get the sense that you
might really love her ♪ ♪ This text gon' be evidence,
this text is evidence ♪ ♪ I try to ration with you ♪ ♪ No morals or crimes
of passion, but damn ♪ ♪ You was out of reach ♪ ♪ You was at the farmer's market ♪ ♪ With your perfect peach ♪ ♪ Now I'm in the basement ♪ ♪ Planning home invasion ♪ ♪ Now you laying face-down ♪ ♪ Got me singing over a beat ♪ ♪ I'm so mature, I'm so mature ♪ ♪ I'm so mature ♪ ♪ I got me a therapist to
tell me there's other men ♪ ♪ I don't want none, I just want you ♪ ♪ If I can't have you, no one will ♪ ♪ I might kill my ex, not the best idea ♪ ♪ His new girlfriend's
next, how'd I get here ♪ ♪ I might kill my ex, I
still love him though ♪ ♪ Rather be in jail than alone ♪ ♪ I did it all for love ♪ ♪ I did it all on no drugs ♪ ♪ I did all of this sober ♪ ♪ I did it all for us, oh ♪ ♪ I did it all for love ♪ ♪ I did it all of this on no drugs ♪ ♪ I did all of this sober ♪ ♪ Don't you know I did it all for us ♪ ♪ Uh, I just killed my
ex, not the best idea ♪ ♪ Killed his girlfriend
next, how'd I get here ♪ ♪ I just killed my ex, I
still love him, though ♪ ♪ Rather be in Hell than alone ♪ ♪ You push me past my own capacity, boy ♪ ♪ Permission to crash,
collecting damages, boy ♪ ♪ No reaching and grabbing
for more clarity now ♪ ♪ Seek and destroy,
all missiles deployed ♪ ♪ Do it to you, do it to you ♪ ♪ I had to do it you ♪ ♪ Do it you, oh ♪ ♪ Don't make me do it to you ♪ ♪ Do it to you, do it to you ♪ ♪ I hate to do it to you ♪ ♪ Do what I gotta do ♪"
b1kbLwvqugk,"♪♪♪ ♪ I HAVE THIS THING WHERE I GET
OLDER BUT JUST NEVER WISER ♪ ♪ MIDNIGHTS BECOME
MY AFTERNOONS ♪ ♪ WHEN MY DEPRESSION WORKS THE
GRAVEYARD SHIFT ♪ ♪ ALL OF THE PEOPLE I’VE GHOSTED
STAND THERE IN THE ROOM ♪ ♪ I SHOULD NOT BE LEFT TO MY OWN DEVICES, THEY COME WITH PRICES
AND VICES, I END UP IN CRISIS ♪ ♪ TALE AS OLD AS TIME ♪ ♪ I WAKE UP SCREAMING FROM
DREAMING ONE DAY I’LL WATCH AS
YOU’RE LEAVING ♪ ♪ ‘CAUSE YOU GOT TIRED OF MY
SCHEMING FOR THE LAST TIME ♪ ♪ IT’S ME ♪ ♪ HI ♪ ♪ I’M THE PROBLEM, IT’S ME ♪ ♪ AT TEATIME ♪ ♪ EVERYBODY AGREES ♪ ♪ I’LL STARE DIRECTLY AT THE SUN
BUT NEVER IN THE MIRROR ♪ ♪ IT MUST BE EXHAUSTING ALWAYS
ROOTING FOR THE ANTI-HERO ♪ ♪ SOMETIMES I FEEL LIKE
EVERYBODY IS A SEXY BABY ♪ ♪ AND I’M A MONSTER ON
THE HILL ♪ ♪ TOO BIG TO HANG OUT ♪ ♪ SLOWLY LURCHING TOWARD YOUR
FAVORITE CITY ♪ ♪ PIERCED THROUGH THE HEART BUT
NEVER KILLED ♪ ♪ DID YOU HEAR MY COVERT
NARCISSISM I DISGUISE AS ♪ ♪ ALTRUISM LIKE SOME KIND
OF CONGRESSMAN ♪ ♪ TALE AS OLD AS TIME ♪ ♪ I WAKE UP SCREAMING FROM
DREAMING ONE DAY I’LL WATCH AS
YOU’RE LEAVING ♪ ♪ AND LIFE WILL LOSE ALL ITS
MEANING FOR THE LAST TIME ♪ ♪ IT’S ME ♪ ♪ HI ♪ ♪ I’M THE PROBLEM, IT’S ME ♪ ♪ AT TEATIME ♪ ♪ EVERYBODY AGREES ♪ ♪ I’LL STARE DIRECTLY AT THE SUN
BUT NEVER IN THE MIRROR ♪ ♪ IT MUST BE EXHAUSTING ALWAYS
ROOTING FOR THE ANTI-HERO ♪ ♪ I HAVE THIS DREAM MY
DAUGHTER-IN-LAW KILLS ME FOR
THE MONEY ♪ ♪ SHE THINKS I LEFT THEM IN
THE WILL ♪ ♪ THE FAMILY GATHERS ‘ROUND AND
READS IT ♪ ♪ AND THEN SOMEONE SCREAMS OUT ♪ ♪ “SHE’S LAUGHING UP AT US
FROM HELL!” ♪ - WHAT?? WHAT DOES IT SAY? - IT'S THE WORST - BUT WHO GOT THE BEACH HOUSE!? - SHE’S HAVING IT TURNED INTO A
CAT SANCTUARY - WHAT!? CATS DON'T EVEN LIKE
THE BEACH - WHAT ABOUT THE REST OF
THE ASSETS? - I FLEW ALL THE WAY HERE
FROM IBIZA - TO MY CHILDREN,
I LEAVE 13 CENTS. - CURSES, SCREAMS OF PROTEST. - WAIT. WAIT. YOU GUYS. THERE’S PROBABLY A SECRET
ENCODED MESSAGE THAT MEANS
SOMETHING ELSE! YEAH, YEAH, YEAH THAT'S WHAT
MOM WOULD ALWAYS DO. “PS: THERE IS NO SECRET
ENCODED MESSAGE THAT MEANS
SOMETHING ELSE. LOVE, TAYLOR” GREAT, WELL GOOD JOB CHAD.
YOU FINALLY PUSHED IT TOO FAR. WHAT ARE YOU
IMPLYING BY THAT? I THINK SHE'S IMPLYING THAT
YOU HAVEN'T HESITATED TO TRADE
ON MOM'S NAME EXCUSE ME ? UMMM, DO YOU NOT REMEMBER YOUR
BOOK ‘GROWING UP SWIFT’ AND YOUR STUPID PODCAST 'LIFE
COMES AT YOU SWIFTLY' WHICH I'M PRETTY SURE YOU ARE
RECORDING FOR ON YOUR PHONE
RIGHT NOW CHAD, COME ON!
AT HER FUNERAL CHAD OKAY WELL WHY DON'T YOU GO CRY
ABOUT IT AT THE COUNTRY CLUB THAT YOU NAME DROPPED MOM TO
GET INTO, PRESTON. AND KIMBER YOU ARE LITERALLY
WEARING HER CLOTHES RIGHT NOW. NO, I'M NOT. THAT’S FROM THE FEARLESS
TOUR, 2009. OKAY, WELL YOU KNOW WHAT, WE
WERE VERY, VERY CLOSE.
I MISS HER. THEY WERE SO CLOSE. OKAY, I'M JUST GONNA SAY IT,
I THINK SHE KILLED HER. YOU’VE GONE TOO FAR. KIMBER WAS THE LAST ONE WITH
HER!! SHE DIDN’T FALL OFF THAT
BALCONY!! SHE WAS PUSHED. NOOOO!!!
YOU MONSTER!!! ♪ IT’S ME ♪ ♪ HI ♪ ♪ I’M THE PROBLEM, IT’S ME ♪ ♪ IT’S ME ♪ ♪ HI ♪ ♪ I’M THE PROBLEM, IT’S ME ♪ ♪ IT’S ME ♪ ♪ HI ♪ ♪ EVERYBODY AGREES ♪ ♪ EVERYBODY AGREES ♪ ♪ IT’S ME ♪ ♪ HI ♪ ♪ I’M THE PROBLEM, IT’S ME ♪ ♪ AT TEATIME ♪ ♪ EVERYBODY AGREES ♪ ♪ I’LL STARE DIRECTLY AT THE SUN
BUT NEVER IN THE MIRROR ♪ ♪ IT MUST BE EXHAUSTING ALWAYS
ROOTING FOR THE ANTI-HERO ♪"
kLbn61Z4LDI,"[CHURCH BELL RINGING] [BIRD WINGS FLAPPING] ♪ (DO-DO-DO, DO-DO-DO,
DO-DO-DO, DO-DO-DO) ♪ ♪ (DO-DO, DO-DO-DO, DO-DO-DO,
DO-DO-DO) ♪ ♪ OH, NOT ANOTHER TAKE ♪ ♪ OH, IT'S LIKE THAT, I'M
YOUR DREAM COME TRUE ♪ ♪ WHEN IT'S ON A PLATTER
FOR YOU ♪ ♪ THEN YOU PULL BACK, WHEN I
TRY TO MAKE PLANS ♪ ♪ MORE THAN TWO HOURS IN
ADVANCE, HMM ♪ ♪ I SLAM THE DOOR,
I HIT IGNORE ♪ ♪ I'M SAYING, NO, NO,
NO, NO MORE ♪ ♪ I GOT YOU BLOCKED ♪ ♪ AFTER THIS, AN AFTERTHOUGHT ♪ ♪ I FINALLY CUT YOU OFF ♪ ♪ I FEEL SO MUCH LIGHTER LIKE
A FEATHER WITH YOU OFF MY
MIND, AHH ♪ ♪ FLOATIN' THROUGH THE
MEMORIES LIKE WHATEVER ♪ ♪ YOU'RE A WASTE OF TIME, AHH ♪ ♪ YOUR SIGNALS ARE MIXED,
YOU ACT LIKE A BITCH ♪ ♪ YOU FIT EVERY STEREOTYPE,
SEND A PIC ♪ ♪ I FEEL SO MUCH LIGHTER LIKE A
FEATHER WITH YOU OUT MY LIFE ♪ ♪ WITH YOU OUT MY LIFE ♪ ♪ (DO-DO-DO, DO-DO-DO,
DO-DO-DO, DO-DO-DO) ♪ ♪ (DO-DO, DO-DO-DO) ♪ ♪ LIKE A FEATHER, LIKE A
FEATHER, LIKE A FEATHER, YEAH ♪ ♪ IT FEELS SO GOOD NOT CARIN'
WHERE YOU ARE TONIGHT ♪ ♪ AND IT FEELS SO GOOD NOT
PRETENDING TO LIKE THE
WINE YOU LIKE ♪ ♪ I SLAM THE DOOR (SLAM
THE DOOR), I HIT IGNORE
(HIT IGNORE) ♪ ♪ I'M SAYING, NO, NO,
NO, NO MORE ♪ ♪ I GOT YOU BLOCKED,
EXCITED TO NEVER TALK, I ♪ ♪ I'M SO SORRY FOR YOUR LOSS ♪ ♪ I FEEL SO MUCH LIGHTER LIKE
A FEATHER WITH YOU OFF MY
MIND, AHH ♪ ♪ FLOATIN' THROUGH THE
MEMORIES LIKE WHATEVER ♪ ♪ YOU'RE A WASTE OF TIME, AHH ♪ ♪ YOUR SIGNALS ARE MIXED, YOU
ACT LIKE A BITCH (A BITCH) ♪ ♪ YOU FIT EVERY STEREOTYPE,
SEND A PIC ♪ ♪ I FEEL SO MUCH LIGHTER LIKE A
FEATHER WITH YOU OUT MY LIFE ♪ ♪ WITH YOU OUT MY LIFE ♪ ♪ (DO-DO-DO, DO-DO-DO) ♪ ♪ AHH, MMH ♪ ♪ LIKE A FEATHER, LIKE A
FEATHER, LIKE A FEATHER ♪ ♪ YOU WANT ME? I'M DONE ♪ ♪ YOU MISS ME? NO, DUH ♪ ♪ WHERE I'M AT, I'M UP
WHERE I'M AT ♪ ♪ YOU WANT ME? I'M DONE
(I'M DONE) ♪ ♪ YOU MISS ME? NO, DUH
(NO DUH) ♪ ♪ WHERE I'M AT, I'M UP
(I'M UP) WHERE I'M AT ♪ ♪ YOU WANT ME? I'M DONE ♪ ♪ YOU MISS ME? NO, DUH ♪ ♪ WHERE I'M AT,
I'M UP WHERE I'M AT ♪ ♪ (LIKE A FEATHER, LIKE A
FEATHER, LIKE A FEATHER) ♪ ♪ YOU WANT ME? I'M DONE ♪ ♪ YOU MISS ME? NO, DUH ♪ ♪ WHERE I'M AT,
I'M UP WHERE I'M AT ♪ ♪ (LIKE A FEATHER, LIKE A
FEATHER, LIKE A FEATHER, YEAH) ♪"
RlPNh_PBZb4,"[CRICKETS SOUNDS] ♪♪♪ ♪ HATE TO GIVE THE
SATISFACTION ASKING ♪ ♪ HOW YOU’RE DOING NOW ♪ ♪ HOW’S THE CASTLE BUILT
OFF PEOPLE YOU PRETEND
TO CARE ABOUT ♪ ♪ JUST WHAT YOU WANTED ♪ ♪ LOOK AT YOU, COOL GUY,
YOU GOT ♪ ♪ IT I SEE THE PARTIES AND
THE DIAMONDS SOMETIMES
WHEN I CLOSE MY EYES ♪ ♪ SIX MONTHS OF TORTURE THAT YOU SOLD AS SOME
FORBIDDEN PARADISE ♪ ♪ I LOVED YOU TRULY ♪ ♪ GOTTA LAUGH AT THE STUPIDITY ♪ ♪ CUZ I’VE MADE SOME REAL
BIG MISTAKES ♪ ♪ BUT YOU MAKE THE WORST
ONE LOOK FINE ♪ ♪ I SHOULD’VE KNOWN IT
WAS STRANGE ♪ ♪ YOU ONLY COME OUT AT NIGHT ♪ ♪ I USED TO THINK I WAS SMART ♪ ♪ BUT YOU MADE ME LOOK
SO NAIVE ♪ ♪ THE WAY YOU SOLD ME
FOR PARTS ♪ ♪ AS YOU SUNK YOUR TEETH
INTO ME, OH ♪ ♪ BLOODSUCKER, FAMEFUCKER ♪ ♪ BLEEDING ME DRY LIKE A
GODDAMN VAMPIRE ♪ ♪ [CRASH] ♪ ♪ AND EVERY GIRL I EVER
TALKED TO TOLD ME YOU
WERE BAD BAD NEWS ♪ ♪ YOU CALLED THEM CRAZY ♪ ♪ GOD I HATE THE WAY I CALLED
THEM CRAZY TOO ♪ ♪ YOU’RE SO CONVINCING ♪ ♪ HOW DO YOU LIE
WITHOUT FLINCHING ♪ ♪ (HOW DO YOU LIE, HOW DO
YOU LIE, HOW DO YOU LIE) ♪ ♪ OH WHAT A MESMERIZING,
PARALYZING, FUCKED UP
LITTLE THRILL ♪ ♪ CAN’T FIGURE OUT JUST HOW
YOU DO IT ♪ ♪ AND GOD KNOWS I NEVER WILL ♪ ♪ WENT FOR ME AND NOT HER ♪ ♪ CUZ GIRLS YOUR AGE
KNOW BETTER ♪ ♪ I’VE MADE SOME REAL
BIG MISTAKES ♪ ♪ BUT YOU MAKE THE WORST
ONE LOOK FINE ♪ ♪ I SHOULD’VE KNOWN IT
WAS STRANGE ♪ ♪ YOU ONLY COME OUT AT NIGHT ♪ ♪ I USED TO THINK I WAS SMART ♪ ♪ BUT YOU MADE ME LOOK
SO NAIVE ♪ ♪ THE WAY YOU SOLD ME
FOR PARTS ♪ ♪ AS YOU SUNK YOUR TEETH
INTO ME, OH ♪ ♪ BLOODSUCKER, FAMEFUCKER ♪ ♪ BLEEDING ME DRY LIKE A
GODDAMN VAMPIRE ♪ ♪♪♪ ♪ YOU SAID IT WAS TRUE LOVE ♪ ♪ BUT WOULDN’T THAT BE HARD ♪ ♪ YOU CAN’T LOVE ANYONE ♪ ♪ CUZ THAT WOULD MEAN
YOU HAD A HEART ♪ ♪ I TRIED YOU HELP YOU OUT ♪ ♪ NOW I KNOW THAT I CAN’T ♪ ♪ CUZ HOW YOU THINK’S THE KIND
OF THING I’LL NEVER UNDERSTAND ♪ ♪ I’VE MADE SOME REAL
BIG MISTAKES ♪ ♪ BUT YOU MAKE THE WORST ONE
LOOK FINE ♪ ♪ I SHOULD’VE KNOWN
IT WAS STRANGE ♪ ♪ YOU ONLY COME OUT AT NIGHT ♪ ♪ I USED TO THINK I WAS SMART ♪ ♪ BUT YOU MADE ME LOOK
SO NAIVE ♪ ♪ THE WAY YOU SOLD ME
FOR PARTS ♪ ♪ AS YOU SUNK YOUR TEETH
INTO ME, OH ♪ ♪ BLOODSUCKER, FAMEFUCKER ♪ ♪ BLEEDING ME DRY LIKE A
GODDAMN VAMPIRE ♪ ♪♪♪ [SIRENS]"
OqEc_169ywY,"♪ 5th of November ♪ ♪ When I walked you home ♪ ♪ That's when I nearly said it ♪ ♪ But then said ""Forget it"" and froze ♪ ♪ Do you remember ♪ ♪ You probably don't ♪ ♪ 'Cause the sparks in the sky ♪ ♪ Took a hold of your
eyes while we spoke ♪ ♪ Yesterday, drank way too much ♪ ♪ And stayed up too late ♪ ♪ Started to write what I wanna say ♪ ♪ Deleted the message, but
I still remember it said ♪ ♪ I wish I was who you
drunk texted at midnight ♪ ♪ Wish I was the reason
you stay up 'til 3 ♪ ♪ And you can't fall asleep ♪ ♪ Waiting for me to reply ♪ ♪ I wish I was more than
just someone you walk by ♪ ♪ Wish I wasn't scared
to be honest and open ♪ ♪ Instead of just hoping ♪ ♪ You'd feel what I'm feeling inside ♪ ♪ April the 7th ♪ ♪ And nothing has changed ♪ ♪ It's hard to get by ♪ ♪ When you're still on my mind every day ♪ ♪ Sometimes I question ♪ ♪ If you feel the same ♪ ♪ Do we make stupid jokes ♪ ♪ Trying to hide that we're
both too afraid to say ♪ ♪ I wish I was who you
drunk texted at midnight ♪ ♪ Wish I was the reason
you stay up 'til 3 ♪ ♪ And you can't fall asleep ♪ ♪ Waiting for me to reply ♪ ♪ I wish I was more than
just someone you walk by ♪ ♪ Wish I wasn't scared
to be honest and open ♪ ♪ Instead of just hoping ♪ ♪ You'd feel what I'm feeling inside ♪ ♪ Oh, and here we go again ♪ ♪ Destroy myself to keep a friend ♪ ♪ Hiding away 'cause I
was afraid you'd say no ♪ ♪ I wonder if I cross your mind ♪ ♪ Half as much as you do mine ♪ ♪ If I tell you the truth ♪ ♪ What will I lose ♪ ♪ I don't know ♪ ♪ I wish I'd sent you that
drunk text that midnight ♪ ♪ I was just scared it
would ruin our friendship ♪ ♪ But I really meant it ♪ ♪ I wonder how you would reply ♪"
Uq9gPaIzbe8,"“Sorry we’re so rushed, darling” “It’s cold” “Take my jacket” ""Okay"" “Sorry I can’t come with you” Say hi to everyone, okay?” “Okay, don’t wait up for me” “Okay” Mummy don’t know Daddy’s getting hot at the Body Shop, doing something Unholy Lucky, lucky girl, she got married to a boy like you, she’d kick you out
if she ever, ever knew, ‘bout all the *
you tell me that you do Dirty dirty boy, you know everyone
is talking on the scene, I hear them whispering
about the places that you’ve been, and how you don’t know
how to keep your business clean Mummy don’t know Daddy’s getting hot at the Body Shop, doing something Unholy He’s sat back while she’s dropping it, she be popping it, yeah she put it down slowly, Oh ee oh ee oh he left his kids at hoe ee oh ee ome
so he can get that Mummy don’t know Daddy’s getting hot at the Body Shop, doing something Unholy Mmm daddy, daddy,
if you want it drop the addy Give me love, give me Fendi,
my Balenciaga daddy You gon’ need to bag it up
cause I’m spending on Rodeo You can watch me back it up,
I’ll be gone in the AM And he, he get me Prada,
get me Miu Miu like Rihanna He always call me
cause I never cause no drama And when you want it baby,
I know I got you covered And when you need it baby,
just jump under the covers Mummy don’t know Daddy’s getting hot at the Body Shop, doing something Unholy He’s sat back while she’s dropping it, she be popping it, yeah she put it down slowly, Oh ee oh ee oh he left his kids at hoe ee oh ee ome
so he can get that Mummy don’t know Daddy’s getting hot at the Body Shop, doing something Unholy"
b3vJfR81xO0,"I don't wanna go But baby we both know This is not our time It’s time to say goodbye Until we meet again Cause this is not the end It will come a day When we will find our way Violins playing and the angels crying When the stars align then I’ll be there No, I don't care about them all Cause all I want is to be loved And all I care about is you You stuck on me like a tattoo No, I don't care about the pain I’ll walk through fire and through rain Just to get closer to you You stuck on me like a tattoo I'm letting my hair down I'm taking it cool You got my heart in your hand Don't lose it my friend It's all that I got And now violins playing and the angels crying When the stars align then I’ll be there No, I don't care about them all Cause all I want is to be loved And all I care about is you You stuck on me like a tattoo No, I don't care about the pain I’ll walk through fire and through rain Just to get closer to you You stuck on me like a tattoo No, I don't care about them all Cause all I want is to be loved And all I care about is you You stuck on me like a tattoo I don't care about the pain I’ll walk through fire and through rain Just to get closer to you You stuck on me like a tattoo All I care about is love Oh oh oh All I care about is love You stuck on me like a tattoo"
Dll6VJ2C7wo,"♪ Sleazin' and teasin',
I'm sittin' on him ♪ ♪ All of my diamonds are drippin' on him ♪ ♪ I met him at the bar ♪ ♪ It was twelve or somethin' ♪ ♪ I ordered two more wines ♪ ♪ 'Cause tonight I want him ♪ ♪ A little context if you care to listen ♪ ♪ I find myself in this shit position ♪ ♪ The man that I love
sat me down last night ♪ ♪ And he told me that
it's over, dumb decision ♪ ♪ And I don't wanna feel
how my heart is rippin' ♪ ♪ Fact, I don't wanna feel,
so I stick to sippin' ♪ ♪ And I'm out on the town
with a simple mission ♪ ♪ In my little black dress ♪ ♪ And this shit is sittin' ♪ ♪ Just a heart broke bitch ♪ ♪ High heels, six inch ♪ ♪ In the back of the
nightclub, sipping champagne ♪ ♪ I don't trust any of
these bitches I'm with ♪ ♪ In the back of the
taxi, sniffing cocaine ♪ ♪ Drunk calls, drunk texts,
drunk tears, drunk sex ♪ ♪ I was looking for a man
who's on the same page ♪ ♪ Now it's back to the
intro, back to the bar ♪ ♪ To the Bentley, to the
hotel, to my old ways ♪ ♪ 'Cause I don't wanna
feel how I did last night ♪ ♪ I don't wanna feel
how I did last night ♪ ♪ Doctor, doctor, anything, please ♪ ♪ Doctor, doctor, have mercy on me ♪ ♪ Take this pain away ♪ ♪ You're asking me my symptoms, doctor ♪ ♪ I don't wanna feel ♪ ♪ Toke this joint how
I'm blowing this steam ♪ ♪ Back to my ways like 2019 ♪ ♪ Not 24 hours since my ex did dead it ♪ ♪ Got a new man on me,
it's about to get sweaty ♪ ♪ Last night really was
the cherry on the cake ♪ ♪ Been some dark days lately ♪ ♪ And I'm fidin' it cripplin' ♪ ♪ Excuse my state ♪ ♪ I'm as high as your hopes ♪ ♪ That you'll make it to my bed ♪ ♪ Get me hot and sizzlin' ♪ ♪ If I take a step back to
see the glass half full ♪ ♪ At least it's the Prade two-piece ♪ ♪ That I'm trippin' in ♪ ♪ And I'm already actin' like a dick ♪ ♪ Know what I mean? ♪ ♪ So you might as well stick it in ♪ ♪ Just a heart broke bitch ♪ ♪ High heels, six inch ♪ ♪ In the back of the
nightclub, sipping champagne ♪ ♪ I don't trust any of
these bitches I'm with ♪ ♪ In the back of the
taxi, sniffing cocaine ♪ ♪ Drunk calls, drunk texts,
drunk tears, drunk sex ♪ ♪ I was looking for a man
who's on the same page ♪ ♪ Now it's back to the
intro, back to the bar ♪ ♪ To the Bentley, to the
hotel, to my old ways ♪ ♪ 'Cause I don't wanna
feel how I did last night ♪ ♪ I don't wanna feel
how I did last night ♪ ♪ Doctor, doctor, anything, please ♪ ♪ Doctor, doctor, have mercy on me ♪ ♪ Take this pain away ♪ ♪ You're asking me my symptoms, doctor ♪ ♪ I don't wanna feel ♪ ♪ What? ♪ ♪ 'Cause I don't wanna feel
like I felt last night ♪ ♪ I don't wanna feel
like I felt last night ♪ ♪ Be at peace with the
things you can't change ♪ ♪ Last night ♪ ♪ I'll be naked when I leave ♪ ♪ And I was naked when I came, yeah ♪ ♪ Out of reach, out of touch ♪ ♪ Too numb, I don't feel no way ♪ ♪ Toast up, so what ♪ ♪ Street small but it go both ways ♪ ♪ So, you'll run, but
you'll never escape ♪ ♪ Sunset in the maze ♪ ♪ You're asking me my symptoms, doctor ♪ ♪ I don't wanna feel ♪ ♪ I don't feel how I did last night ♪ ♪ I don't wanna feel how
I did last night, oh ♪ ♪ Doctor, doctor, anything, please ♪ ♪ Doctor, doctor, have mercy on me ♪ ♪ You're asking me my symptoms, doctor ♪ ♪ I don't wanna feel ♪ ♪ I don't wanna feel
how I did last night ♪ ♪ I don't wanna feel ♪ ♪ How I did last night ♪ ♪ I don't, I don't, how I did last night ♪ ♪ Mm, lipstick smudged like modern art ♪ ♪ I don't where the fuck I am ♪ ♪ Or who's driving the fucking car ♪ ♪ Speeding down the highway sippin' ♪ ♪ Mixing pills with the liquor ♪ ♪ 'Cause fuck these feelings ♪ ♪ I left everyone I love on read ♪ ♪ Spilling secrets to
the stranger in my bed ♪ ♪ I remember nothing so
there's nothing to regret ♪ ♪ Other than this 4/4 kick
drum poundin' in my head ♪"
